City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
406,warmbaths,-24.8833,28.2833,13.78,71,0,2.09,ZA,1695091449
407,kisii,-0.6817,34.7667,15.11,93,98,1.72,KE,1695091449
408,tocopilla,-22.092,-70.1979,19.05,68,2,3.64,CL,1695091449
409,qarauyl,48.9451,79.255,13.18,61,91,1.23,KZ,1695091449
410,an nuhud,12.7,28.4333,26.34,67,100,2.96,SD,1695091450
411,ayame,5.6083,-3.1563,22.27,99,64,0.89,CI,1695091450
412,kavak,41.0783,36.0425,13.09,93,3,0.44,TR,1695091451
413,pancas,-19.225,-40.8514,19.67,86,3,1.33,BR,1695091451
414,vila franca do campo,37.7167,-25.4333,18.82,99,94,1.76,PT,1695091452
415,la sarre,48.8002,-79.1996,5.73,82,0,2.66,CA,1695091156
416,yanai,33.9667,132.1167,31.0,71,88,2.64,JP,1695091452
417,daru,-9.0763,143.2092,27.1,69,98,5.33,PG,1695091452
418,celestun,20.8667,-90.4,28.21,74,24,4.39,MX,1695091453
419,lazaro cardenas,17.9583,-102.2,27.12,77,2,1.79,MX,1695091453
420,hegang,47.4,130.3667,13.93,75,93,4.95,CN,1695091453
421,fraga,41.5229,0.3489,18.07,57,29,1.22,ES,1695091454
422,chos malal,-37.3781,-70.2709,7.84,56,88,1.04,AR,1695091454
423,crane,31.3974,-102.3501,25.93,52,20,0.65,US,1695091454
424,katabu,-4.9333,122.5167,32.33,42,6,3.67,ID,1695091455
425,pyhajarvi,67.0701,27.2176,8.44,87,100,4.86,FI,1695091455
426,vittel,48.2009,5.9484,14.9,94,100,3.6,FR,1695091455
427,brookings,44.3114,-96.7984,21.0,65,0,3.09,US,1695091235
428,guerrero negro,27.9769,-114.0611,20.2,75,0,7.98,MX,1695091456
429,orosi,36.5449,-119.2873,26.91,55,100,0.89,US,1695091456
430,vila velha,-20.3297,-40.2925,22.19,86,20,3.09,BR,1695091456
431,laguna,38.421,-121.4238,24.69,55,0,6.69,US,1695091457
432,hasaki,35.7333,140.8333,35.16,71,1,8.36,JP,1695091457
433,kununurra,-15.7667,128.7333,31.99,37,8,4.63,AU,1695091457
434,roghun,38.7826,69.8708,19.86,38,0,0.25,TJ,1695091458
435,xinji,37.9028,115.2036,23.02,65,100,4.58,CN,1695091458
436,antsohihy,-14.8796,47.9875,20.77,71,0,2.0,MG,1695091458
437,sao geraldo do araguaia,-6.4006,-48.555,27.44,35,4,0.62,BR,1695091458
438,north battleford,52.7834,-108.2847,15.05,55,0,7.2,CA,1695091459
439,bayeux,-7.125,-34.9322,23.35,94,75,4.12,BR,1695091229
440,mao,39.8885,4.2658,23.31,88,0,2.06,ES,1695091459
441,pierre,44.3683,-100.351,26.03,36,0,4.63,US,1695091460
442,grand island,40.925,-98.342,26.16,39,0,4.12,US,1695091400
443,midvagur,62.0511,-7.1939,9.46,93,100,5.14,FO,1695091460
444,kangding,30.0513,101.9603,22.07,61,35,0.84,CN,1695091460
445,zemetchino,53.4973,42.6163,13.36,80,100,1.79,RU,1695091461
446,tezu,27.9167,96.1667,26.56,72,100,1.01,IN,1695091461
447,aioun,16.6614,-9.6149,31.8,44,63,4.01,MR,1695091461
448,grand falls-windsor,48.9332,-55.6649,8.61,90,100,2.44,CA,1695091238
449,yaren,-0.5472,166.916,29.22,71,18,4.76,NR,1695091462
450,linhares,-19.3911,-40.0722,19.76,89,25,1.11,BR,1695091462
451,smirnykh,49.75,142.8333,19.44,75,97,4.5,RU,1695091463
452,mokhotlong,-29.2894,29.0675,6.59,33,0,1.22,LS,1695091463
453,dongsheng,39.8161,109.9776,16.49,33,90,3.93,CN,1695091463
454,mil'kovo,55.6078,37.7956,11.3,81,81,2.61,RU,1695091463
455,santa cruz del sur,20.7147,-77.9956,27.0,81,18,2.94,CU,1695091464
456,huarmey,-10.0681,-78.1522,19.55,89,34,2.23,PE,1695091464
457,fiambala,-27.6871,-67.6149,10.2,47,0,0.26,AR,1695091464
458,estevan,49.1334,-102.9842,18.11,34,0,3.09,CA,1695091465
459,broken hill,-31.95,141.4333,32.13,11,2,12.32,AU,1695091465
460,las veredas,23.1388,-109.7075,31.25,52,75,2.06,MX,1695091465
461,kone,-21.0595,164.8658,25.97,63,32,3.56,NC,1695091466
462,revda,56.801,59.9303,10.48,81,94,3.46,RU,1695091466
463,kingscliff,-28.2667,153.5667,25.41,49,75,5.14,AU,1695091466
464,novyy urengoy,66.0833,76.6333,5.44,67,100,6.51,RU,1695091467
465,homer,59.6425,-151.5483,12.65,59,0,4.12,US,1695091467
466,lagos,6.5833,3.75,24.45,92,100,0.64,NG,1695091259
467,urzhar,47.093,81.6294,19.1,39,54,4.27,KZ,1695091467
468,namie,37.4833,141.0,33.73,73,26,0.45,JP,1695091468
469,yilan,24.757,121.753,35.01,63,23,3.5,TW,1695091468
470,ingeniero guillermo n. juarez,-23.9,-61.85,18.15,66,0,5.13,AR,1695091468
471,pisco,-13.7,-76.2167,18.34,88,13,4.12,PE,1695091469
472,tuy hoa,13.0833,109.3,31.07,63,26,1.46,VN,1695091443
473,dalandzadgad,43.5708,104.425,12.19,46,2,2.06,MN,1695091469
474,taoudenni,22.6783,-3.9836,33.91,14,32,2.57,ML,1695091469
475,inirida,3.8653,-67.9239,22.84,98,78,0.58,CO,1695091470
476,al kharj,24.155,47.3346,30.32,19,95,2.37,SA,1695091470
477,kerman,30.2832,57.0788,19.92,28,75,0.0,IR,1695091470
478,perry hall,39.4126,-76.4636,19.56,76,0,0.89,US,1695091471
479,dwarka,22.2394,68.9678,28.12,84,100,6.22,IN,1695091471
480,gamba,-2.65,10.0,22.73,88,83,1.87,GA,1695091471
481,blackwater,-23.5833,148.8833,27.61,37,0,2.56,AU,1695091472
482,lac-brome,45.2168,-72.5158,15.51,97,100,0.45,CA,1695091472
483,belmonte,-15.8631,-38.8828,23.19,86,91,2.93,BR,1695091473
484,mildura,-34.2,142.15,28.93,36,68,11.49,AU,1695091473
485,manzhouli,49.6,117.4333,14.62,56,4,3.86,CN,1695091473
486,mohr,54.3528,9.7167,16.08,87,81,5.66,DE,1695091474
487,bochum,51.4833,7.2167,15.28,73,82,1.34,DE,1695091474
488,kuraymah,18.55,31.85,30.23,19,50,4.33,SD,1695091474
489,lata,40.1629,-8.3327,13.93,93,3,1.15,PT,1695091474
490,glen innes,-29.7333,151.7333,24.98,19,0,3.18,AU,1695091475
491,taltal,-25.4,-70.4833,15.97,81,32,1.06,CL,1695091475
492,tazovsky,67.4667,78.7,3.71,76,100,3.8,RU,1695091475
493,vadso,70.0744,29.7487,4.49,87,75,2.57,NO,1695091476
494,mont-laurier,46.5501,-75.4993,13.79,99,100,2.09,CA,1695091476
495,trairi,-3.2778,-39.2689,25.84,84,18,4.54,BR,1695091189
496,chernyshevskiy,63.0128,112.4714,5.79,51,89,4.68,RU,1695091477
497,kyzyl,51.7,94.45,14.52,59,87,1.02,RU,1695091477
498,aljezur,37.3191,-8.8033,16.73,81,0,2.45,PT,1695091477
499,artemisa,22.814,-82.7561,26.1,82,0,2.38,CU,1695091478
500,idri,27.5,13.2667,23.96,45,0,4.3,LY,1695091478
501,kisangani,0.5167,25.2,20.68,99,99,1.5,CD,1695091478
502,katerini,40.2719,22.5025,19.43,96,0,1.24,GR,1695091479
503,kenai,60.5544,-151.2583,12.05,68,0,5.14,US,1695091479
504,barah,13.7,30.3667,26.49,60,42,3.41,SD,1695091479
505,la romana,18.4273,-68.9728,26.2,94,20,0.0,DO,1695091215
506,kissidougou,9.1848,-10.0999,21.03,99,100,0.83,GN,1695091480
507,ocean city,39.2776,-74.5746,20.01,84,0,1.34,US,1695091396
508,vershino-darasunskiy,52.35,115.5167,9.55,36,6,2.21,RU,1695091480
509,edmundston,47.3737,-68.3251,17.13,82,100,3.6,CA,1695091238
510,colusa,39.2143,-122.0094,27.23,43,21,5.11,US,1695091481
511,jinghong,21.991,100.7341,25.31,86,99,1.27,CN,1695091481
512,dubbo,-32.25,148.6167,29.07,17,0,9.26,AU,1695091481
513,jeddah,21.5169,39.2192,30.92,70,0,2.06,SA,1695091482
514,onega,63.9061,38.1404,3.93,87,77,3.33,RU,1695091482
515,havran,39.5583,27.0983,19.79,64,0,6.17,TR,1695091482
516,bni bouayach,35.1022,-3.841,22.31,68,40,1.03,MA,1695091483
517,katsuura,35.1333,140.3,28.28,71,2,7.17,JP,1695091483
518,panambi,-28.2925,-53.5017,19.78,89,97,3.22,BR,1695091483
519,karaton,-6.3424,106.1045,31.67,51,100,1.01,ID,1695091483
520,azovo,54.6997,73.0237,10.86,66,20,1.97,RU,1695091484
521,sorong,-0.8833,131.25,27.95,71,100,5.52,ID,1695091484
522,gurupi,-11.7292,-49.0686,28.9,28,48,2.62,BR,1695091269
523,angaur state,6.906,134.13,28.31,76,62,2.89,PW,1695091485
524,port alfred,-33.5906,26.891,12.97,81,22,2.79,ZA,1695091485
525,umba,66.6871,34.3429,6.54,85,89,5.99,RU,1695091485
526,zyrya,40.3661,50.2917,20.05,58,91,8.26,AZ,1695091486
527,sovetskoye,52.2861,85.4131,12.6,79,100,0.65,RU,1695091486
528,el galpon,-25.3807,-64.6526,15.0,45,0,1.68,AR,1695091486
529,abepura,-2.6333,140.5833,29.45,70,40,3.6,ID,1695091487
530,namtsy,62.7161,129.6658,5.1,55,41,5.07,RU,1695091487
531,fyodorovka,53.6314,62.7078,13.85,71,97,1.57,KZ,1695091487
532,odate,40.2686,140.5683,27.08,78,75,3.09,JP,1695091487
533,juhaynah,26.6732,31.4976,25.18,46,0,3.9,EG,1695091488
534,mbanza kongo,-6.267,14.2401,21.44,82,99,1.06,AO,1695091488
535,castillos,-34.1667,-53.8333,12.5,87,77,4.87,UY,1695091488
536,ratnagiri,16.9833,73.3,26.76,87,80,3.73,IN,1695091489
537,kupang,-10.1667,123.5833,34.32,18,20,11.83,ID,1695091489
538,bartica,6.4,-58.6167,27.18,95,64,1.04,GY,1695091489
539,mount gambier,-37.8333,140.7667,18.17,48,20,7.8,AU,1695091490
540,kopargaon,19.8833,74.4833,25.47,73,100,3.39,IN,1695091490
541,berezovyy,51.6667,135.7,7.22,96,100,2.62,RU,1695091490
542,illizi,26.4833,8.4667,23.89,18,0,5.65,DZ,1695091491
543,churapcha,62.0025,132.4325,1.99,76,100,4.89,RU,1695091491
544,phrai bueng,14.7483,104.3626,30.06,79,100,1.5,TH,1695091491
545,oromocto,45.8351,-66.4792,15.14,100,100,1.54,CA,1695091491
546,regina,50.4501,-104.6178,17.24,44,75,3.6,CA,1695091206
547,inari,68.906,27.0288,6.11,99,100,2.91,FI,1695091492
548,leua,48.2156,18.6071,21.39,79,100,1.95,SK,1695091492
549,watford city,47.8022,-103.2832,22.47,36,0,2.57,US,1695091493
550,loreto,22.2667,-101.9667,20.35,52,94,5.69,MX,1695091493
551,haslev,55.3235,11.9639,17.22,84,76,9.97,DK,1695091493
552,tupiza,-21.45,-65.7167,11.67,63,9,2.24,BO,1695091493
553,lake havasu city,34.4839,-114.3224,34.34,17,0,2.57,US,1695091494
554,ennis,52.8436,-8.9864,13.96,100,75,7.72,IE,1695091494
555,vorkuta,67.5,64.0,5.19,85,100,4.05,RU,1695091495
556,arraial do cabo,-22.9661,-42.0278,21.16,84,0,11.02,BR,1695091495
557,kill devil hills,36.0307,-75.676,21.1,86,0,0.0,US,1695091315
558,bogande,12.9714,-0.1436,25.5,77,69,3.92,BF,1695091495
559,sokcho,38.2083,128.5911,26.34,61,0,5.66,KR,1695091496
560,ceyrat,45.7318,3.0633,12.35,94,75,1.03,FR,1695091496
561,ankang,32.68,109.0172,21.9,99,100,0.65,CN,1695091331
562,lucapa,-8.4192,20.7447,18.65,90,100,1.16,AO,1695091497
